# TOKENS DE ATS POR FAMILIA - LISTA VERSIONADA, 18/09/2026 08h36 UTC (Jhon A, 17o turno)
#
# POR QUE ESTE ARQUIVO EXISTE: ate hoje cada varredura remontava a fila de tokens por REGEX
# SOBRE URL nos arquivos do repositorio, e isso apagava silenciosamente todo token que mora
# numa COLUNA `token` e nunca foi escrito como URL. Medido em 18/09: 147 tokens invisiveis a
# regex de URL (Ashby +30 sobre 24, BambooHR +41 sobre 87, Lever +20 sobre 27, Teamtailor +17,
# Greenhouse +14, Workable +14, Recruitee +10, SmartRecruiters +1). A varredura de 00h41 e a
# minha das 08h30 rodaram as duas sobre a lista curta. Varredos os 147 na janela de 18/09:
# 2.843 vagas a mais, 123 publicadas a mais, ZERO acerto da disciplina - o buraco era de
# COBERTURA e nao de resultado, mas ninguem podia saber isso antes de medir.
#
# COMO USAR: leia ESTE arquivo para montar a fila. Nao remonte por regex.
#
# COLUNA origem
#   url    -> o token aparece como URL em algum arquivo (era o que a regex achava)
#   coluna -> o token SO existe como coluna `token`; era invisivel para toda varredura anterior
#
# COLUNA adivinhado - e a parte que mais importa no Teamtailor
#   sim      -> token que entrou por ADIVINHACAO DE SLUG na rodada de 10/09
#               (quadros-tt-rec-1545-1009.csv) e cuja identidade NUNCA foi conferida contra o
#               nome da casa. 00h41 de hoje mediu que 77% do volume e 91% da recencia da
#               familia Teamtailor vinham daqui, e que o campo `title` do JSON Feed DESMENTE o
#               slug um por um: `house` e a Iam, `rhino` e a Diamond, `seven` e a Baar,
#               `habitat` e a HEALTH CITY, `black` e a Eventus, `butter` e a All Gravy.
#               NAO CONTE a vaga desses tokens sem comparar `title` com o nome da casa.
#   suspeito -> veio da rodada de adivinhacao de 10/09 e DEPOIS foi promovido para o
#               docs/index.html ou para o processados.csv. A promocao nao e prova de
#               identidade: pode ter sido a propria rodada de adivinhacao que o promoveu.
#   nao      -> o token tem origem independente da rodada de adivinhacao.
#
# ARMADILHA MEDIDA HOJE, E ELA ESTA DENTRO DE UM ARQUIVO DESTE REPOSITORIO: a coluna
#   `conferido` do quadros-fora-censo-1209.csv registra LEITURA CONFERIDA, nao IDENTIDADE
#   CONFERIDA. Ela diz `SIM` para `black`, `habitat`, `seven` e `butter` - os quatro que 00h41
#   provou serem casa nenhuma da area. Aquele arquivo apenas RETESTOU a mesma lista adivinhada,
#   entao ele NAO e evidencia independente e nao promove token a real. Por isso, aqui,
#   quadros-fora-censo-1209.csv nao conta como origem independente.
#
# ATENCAO SMARTRECRUITERS: o endpoint NAO e sensivel a caixa da letra e a lista antiga tinha dez
#   pares duplicados que so diferiam na caixa, e eram justamente os quadros GRANDES (Ubisoft2,
#   KeywordsStudios, NBCUniversal3, CDPROJEKTRED, MattelInc, PeopleCanFly, RodeoFX, OutpostVFX,
#   TechlandSA, GIANTSSoftwareGmbH), o que inflava a familia em ~91%. Aqui os tokens estao em
#   MINUSCULO e unicos; conte vaga por ID UNICO, nunca por quadro lido.
#
# ATENCAO WORKABLE: o 429/1015 vem com cabecalho Retry-After de 15.062 a 17.199 segundos
#   (4h11 a 4h47), medido em 18/09. A familia rende no maximo UMA leitura por token a cada
#   ~5 horas: varredura de uma vez ao dia, nunca de todo turno.
#
#
# 18/09 10h30 UTC (Jhon A, 18o turno) - COLUNAS NOVAS `identidade`, `nome_real`, `vagas_1809`:
#   a IDENTIDADE REAL dos 131 tokens adivinhados (+30 suspeitos) foi lida DE GRACA, sem
#   requisicao extra alem da propria leitura do quadro: `title` do JSON Feed no Teamtailor e
#   `company_name` da oferta no Recruitee. Nada foi apagado; as colunas velhas estao intactas.
#   valores: casa-real  = o nome devolvido e de casa de jogo/animacao/VFX de verdade
#            homonimo   = o quadro responde, mas o nome e de OUTRA empresa fora da disciplina
#            vazio      = quadro sem identidade legivel (Recruitee sem oferta, ou HTTP 404)
#            nao-aplica = token de origem independente, nao entrou nesta conferencia
#   MEDIDO: 161 tokens lidos, 47 casa-real, 103 homonimo, 11 vazio.
#   O Recruitee ainda REDIRECIONA o slug falso para o slug verdadeiro (sisu -> silverein), o que
#   e prova mais forte que o company_name: a URL final do curl entrega o locatario real.
#
# 18/09 10h40 UTC - ADENDO DO MESMO TURNO: a conferencia de identidade foi ESTENDIDA aos 95
#   tokens de Teamtailor e Recruitee de origem INDEPENDENTE (os que estavam `nao-aplica`),
#   porque nessas duas familias a identidade sai de graca e deixar 'NAO CONFERIDO' escrito
#   custava o mesmo que medir. RESULTADO: 56 casa-real, 8 HOMONIMO e 31 vazio/404.
#   HOMONIMOS de origem independente, ou seja o erro NAO era so da rodada de adivinhacao:
#     recruitee/airworks = Airworks Inflatables BV ; recruitee/headfirst = HeadFirst B.V.
#     recruitee/grafischlyceumutrecht = escola ; teamtailor/parkerschauffeurs = motoristas
#     teamtailor/podimo = podcast ; teamtailor/egmont = editora ; teamtailor/presto
#     teamtailor/clickoutmedia = midia de afiliados
#   ALIAS MORTO: 23 tokens de Teamtailor e 8 de Recruitee respondem 404/erro e varios sao o
#   MESMO quadro escrito de outro jeito - paradox/paradoxinteractive/paradoxplaza (so
#   paradox-interactive vive), sybogames (so sybo), stunlockstudios (so stunlocksstudios),
#   goodbyekansasstudios (so goodbyekansas), envar (so envarstudio), fundagames (so
#   fundaygames), snowprint (so snowprintstudios). Contar token e contar quadro NAO e a
#   mesma coisa, e a diferenca aqui e de 31 em 95.
familia,token,origem,adivinhado,arquivos_de_origem,identidade,nome_real,vagas_1809
teamtailor,realtime,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",casa-real,"REALTIME",1
teamtailor,redroverinteractive,coluna,nao,"quadros-novos-1009.csv",casa-real,"Red Rover Interactive",0
teamtailor,revolution,url,suspeito,"quadros-dominio-1609.csv;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"REV",83
teamtailor,rhino,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Diamond",100
teamtailor,salt,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"</salt>",2
teamtailor,sandboxinteractive,url,nao,"fila-gamedevmap-europa.csv;index.html;processados.csv;quadros-fora-censo-1209.csv",casa-real,"Sandbox Interactive",8
teamtailor,seven,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Baar",100
teamtailor,sharkmob,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Sharkmob",6
teamtailor,sloclap,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv",casa-real,"Sloclap",1
teamtailor,slug,url,nao,"index.html;processados.csv;quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,snowprint,coluna,nao,"quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,snowprintstudios,url,suspeito,"index.html;processados.csv;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Snowprint Studios",3
teamtailor,squeeze,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Squeeze",10
teamtailor,starbreeze,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;quadros-dominio-1609.csv",casa-real,"Starbreeze",2
teamtailor,stardust,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Stardust",7
teamtailor,starship,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Starship Technologies",4
teamtailor,starstable,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",casa-real,"Star Stable Entertainment",1
teamtailor,stillfrontgroup,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Stillfront",36
teamtailor,stim,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Stim",1
teamtailor,stunlocksstudios,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",casa-real,"Stunlock Studios",4
teamtailor,stunlockstudios,url,nao,"index.html;quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,sunday,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"sunday",57
teamtailor,sweet,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Smart",100
teamtailor,sweetspot,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Sweetspot",0
teamtailor,swiftgames,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Swift Games",1
teamtailor,sybo,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;index.html;processados.csv",casa-real,"SYBO",3
teamtailor,sybogames,coluna,nao,"quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,tacticaladventures,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",casa-real,"Tactical Adventures",2
teamtailor,tapnation,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"TapNation",2
teamtailor,territorystudio,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Territory Studio",0
teamtailor,thegang,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"The Gang",0
teamtailor,triband,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Triband",6
teamtailor,tribes,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"TRIBES",12
teamtailor,tt,coluna,nao,"quadros-fora-censo-1209.csv;quadros-novos-1009.csv",vazio,"",0
teamtailor,twinharbour,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",casa-real,"Twin Harbour Interactive",12
teamtailor,unfold,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Unfold",1
teamtailor,united,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"United",1
teamtailor,unleash,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",vazio,"",0
teamtailor,untoldstdfg1324556,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv",casa-real,"Untold Studios",18
teamtailor,vinefx,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",casa-real,"Vine FX",2
teamtailor,vividgamessa,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Vivid Games",1
teamtailor,waypoint,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Waypoint Port Services",3
teamtailor,wetaworkshop,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;processados.csv",casa-real,"Wētā Workshop",4
teamtailor,yonder,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Yonder",6
teamtailor,zero,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Eleven",51
workable,580933,url,nao,"index.html",nao-aplica,,
workable,8i,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
workable,arkadium-1,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
workable,bardel-entertainment,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
workable,beamng,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
workable,big-viking-games-3,coluna,nao,"quadros-fora-censo-1209.csv;quadros-novos-1009.csv",nao-aplica,,
workable,cause-and-fx-ltd,coluna,nao,"quadros-fora-censo-1209.csv;quadros-novos-1009.csv",nao-aplica,,
workable,double-eleven,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
workable,escape-velocity-entertainment-inc,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
workable,homa-games,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
workable,jagex-limited,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
workable,keywords-intl1,url,nao,"garimpo-pdf-fontes.csv;index.html;quadros-fora-censo-1209.csv",nao-aplica,,
workable,kingsisle-entertainment-inc,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
workable,lighthousegames,url,nao,"garimpo-pdf-fontes.csv;index.html;processados.csv;quadros-fora-censo-1209.csv",nao-aplica,,
workable,mino-games,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
workable,nexusstudios,url,nao,"index.html;processados.csv;quadros-fora-censo-1209.csv;quadros-novos-1009.csv",nao-aplica,,
workable,one-of-us,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
workable,pikpok,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
workable,pxo,url,nao,"index.html;processados.csv;quadros-fora-censo-1209.csv",nao-aplica,,
workable,rebellion,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
workable,secret-6,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
workable,skrice,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
workable,sperasoft,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
workable,square-enix-america,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
workable,streamlinestudios,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
workable,supermassivegames,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
workable,team-17-digital,url,nao,"index.html;quadros-fora-censo-1209.csv;quadros-novos-1009.csv",nao-aplica,,
workable,velanstudios,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
#
# 18/09 20h55 UTC (Jhon A, 22o turno) - CINCO FAMILIAS NOVAS SONDADAS POR SLUG, 21.615 sondagens
#   sobre 4.323 slugs do painel e do garimpo-cgstudiomap.csv. 136 quadros vivos, 298 vagas,
#   5 acertos da disciplina e ZERO porta nova enviavel.
#   DISCRIMINADOR DE CADA FAMILIA, medido com controle negativo E positivo antes de sondar:
#     breezy   <slug>.breezy.hr/json                       404 nao existe | 200 JSON de vagas
#     pinpoint <slug>.pinpointhq.com/postings.json          404 nao existe | 200 {data:[...]}
#     homerun  feed.homerun.co/<slug>                       302 nao existe | 200 Atom
#     rippling api.rippling.com/platform/api/ats/v1/board/<slug>/jobs  404 | 200 lista
#     jobvite  jobs.jobvite.com/<slug>                      302 nao existe | 200 quadro (SPA:
#              a LISTA so existe depois do JavaScript, entao contar vaga aqui pede navegador)
#   ATENCAO, e a armadilha que domina esta veia: SLUG QUE RESPONDE 200 QUASE NUNCA E A CASA QUE
#   O NOME SUGERE. rippling/paramount e escola de direcao; pinpoint/embark e Embark Student Corp;
#   breezy/passion e uma igreja de Atlanta. A coluna identidade diz o que foi MEDIDO: casa-real,
#   homonimo (com o nome verdadeiro ao lado), demo, alias (redireciona) ou nao-conferido.
#   NAO CONTE a vaga de token nao-conferido como vaga da industria.
breezy,agbo,sonda-slug-1809,sim,familiasB-1809,casa-real,"AGBO (veto escrito de autorizacao, 08/09)",17
breezy,alta,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,amazon,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,attack,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,big-shot-pictures,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,bohemia-interactive,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,brink,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,cloud-imperium-games,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,cold-iron-studios,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,elliot,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,engine,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,emerald,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,fin-design-effects,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,gaggle,sonda-slug-1809,sim,familiasB-1809,homonimo,Gaggle Net (saude mental escolar),14
breezy,grinding-gear-games,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,ground,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,gunzilla-games,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,infinite,sonda-slug-1809,sim,familiasB-1809,homonimo,Infinite Group (varejo fotografico no Reino Unido),4
breezy,infusion,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,ingenuity,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,kevin,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,media,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,microsoft,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,mighty,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,motive,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,nathan,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,outside,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,passion,sonda-slug-1809,sim,familiasB-1809,homonimo,igreja Passion City de Atlanta (NAO e a Passion Pictures),11
breezy,pinata,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,pipeline,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,pixel,sonda-slug-1809,sim,familiasB-1809,homonimo,produtora de publicidade em Nova York,1
breezy,playdead,sonda-slug-1809,sim,familiasB-1809,casa-real,Playdead,15
breezy,playstation,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,random,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,relish,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,roblox,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,sandbox,sonda-slug-1809,sim,familiasB-1809,homonimo,CJGeo e Tiny Cargo,3
breezy,stormind-games,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,stratosphere,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,sunblink,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,switch,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,tangent,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,unfold,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,victory,sonda-slug-1809,sim,familiasB-1809,homonimo,empresa de TI em Austin,7
breezy,warhorsestudios,sonda-slug-1809,sim,familiasB-1809,casa-real,Warhorse Studios (recusa em 09/09),4
breezy,warhorse-studios,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
breezy,xyz,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,amber,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,amplitude,sonda-slug-1809,sim,familiasB-1809,demo,conta de demonstracao do Pinpoint (medida em 11/09),5
pinpoint,bandainamcomobile,sonda-slug-1809,sim,familiasB-1809,demo,"CORRIGIDO 18/09 23h20: NAO e casa-real. Serve o MESMO lote semeado de DEI/marketing das outras seis, corpo identico entre locatarios e ipsum de hipster em moonbug",5
pinpoint,blackbirdinteractive,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,brazenanimation,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,ccpgames,sonda-slug-1809,sim,familiasB-1809,alias,301 para fenriscreations (ja enviada 10/09),8
pinpoint,company,sonda-slug-1809,sim,familiasB-1809,demo,conta de demonstracao do Pinpoint (medida em 11/09),7
pinpoint,cube,sonda-slug-1809,sim,familiasB-1809,demo,conta de demonstracao do Pinpoint (medida em 11/09),5
pinpoint,curvedigital,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,embark,sonda-slug-1809,sim,familiasB-1809,homonimo,Embark Student Corp (NAO e a Embark Studios),2
pinpoint,emerald,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,flixinteractive,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,frontierdevelopments,sonda-slug-1809,sim,familiasB-1809,demo,"CORRIGIDO 18/09 23h20: NAO e casa-real. Serve o MESMO lote semeado de DEI/marketing das outras seis, corpo identico entre locatarios e ipsum de hipster em moonbug",4
pinpoint,framestore,sonda-slug-1809,sim,familiasB-1809,demo,"CORRIGIDO 18/09 23h20: NAO e casa-real. Serve o MESMO lote semeado de DEI/marketing das outras seis, corpo identico entre locatarios e ipsum de hipster em moonbug",3
pinpoint,gameplaygalaxy,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,hercules,sonda-slug-1809,sim,familiasB-1809,homonimo,HerculesAI,4
pinpoint,hitmarker,sonda-slug-1809,sim,familiasB-1809,homonimo,"Hitmarker (quadro de vagas, nao estudio)",4
pinpoint,ingenuitystudios,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,kraken,sonda-slug-1809,sim,familiasB-1809,homonimo,Kraken Technologies,4
pinpoint,kwalee,sonda-slug-1809,sim,familiasB-1809,casa-real,Kwalee (ja conhecida),3
pinpoint,light,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,4
pinpoint,magnopus,sonda-slug-1809,sim,familiasB-1809,casa-real,Magnopus (ja conhecida),2
pinpoint,marshmallow,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,maverick-games,sonda-slug-1809,sim,familiasB-1809,casa-real,Maverick Games (ja conhecida),1
pinpoint,metropolis,sonda-slug-1809,sim,familiasB-1809,homonimo,Metropolis (estacionamento),5
pinpoint,moonbug,sonda-slug-1809,sim,familiasB-1809,demo,"CORRIGIDO 18/09 23h20: NAO e casa-real. Serve o MESMO lote semeado de DEI/marketing das outras seis, corpo identico entre locatarios e ipsum de hipster em moonbug",5
pinpoint,obsidian,sonda-slug-1809,sim,familiasB-1809,casa-real,Obsidian (ja conhecida),1
pinpoint,outpost-vfx,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,pipeworks,sonda-slug-1809,sim,familiasB-1809,casa-real,Pipeworks (ja conhecida),4
pinpoint,playground-games,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,realtimeuk,sonda-slug-1809,sim,familiasB-1809,casa-real,RealtimeUK (ja conhecida),3
pinpoint,refuge,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,4
pinpoint,rewind,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,3
pinpoint,richter,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,rocksteady,sonda-slug-1809,sim,familiasB-1809,casa-real,Rocksteady (ja conhecida),5
pinpoint,ruckus-games,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,sandbox,sonda-slug-1809,sim,familiasB-1809,homonimo,Sandbox_CSM(AC),5
pinpoint,shortcut,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,singularity6,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,stellar,sonda-slug-1809,sim,familiasB-1809,demo,"CORRIGIDO 18/09 23h20: NAO e casa-real. Serve o MESMO lote semeado de DEI/marketing das outras seis, corpo identico entre locatarios e ipsum de hipster em moonbug",3
pinpoint,suncreature,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,switch,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,tensquaregames,sonda-slug-1809,sim,familiasB-1809,demo,"CORRIGIDO 18/09 23h20: NAO e casa-real. Serve o MESMO lote semeado de DEI/marketing das outras seis, corpo identico entre locatarios e ipsum de hipster em moonbug",4
pinpoint,triangle,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
pinpoint,volka,sonda-slug-1809,sim,familiasB-1809,demo,"CORRIGIDO 18/09 23h20: NAO e casa-real. Serve o MESMO lote semeado de DEI/marketing das outras seis, corpo identico entre locatarios e ipsum de hipster em moonbug",4
pinpoint,wushustudios,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
homerun,anti,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
homerun,armada,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
homerun,buck,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
homerun,chucklefish,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
homerun,crowscrowscrows,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
homerun,fabrique,sonda-slug-1809,sim,familiasB-1809,nao-conferido,"2 vagas, identidade nao lida nesta rodada",2
homerun,random,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
homerun,taylor,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,1
homerun,twinswans,sonda-slug-1809,sim,familiasB-1809,casa-real,Twin Swans (ja conhecida),0
homerun,ustwo-games,sonda-slug-1809,sim,familiasB-1809,casa-real,ustwo games (ja conhecida),4
rippling,amber,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
rippling,blind-squirrel-games,sonda-slug-1809,sim,familiasB-1809,casa-real,Blind Squirrel Games,3
rippling,company,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
rippling,crafty,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,28
rippling,element,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,1
rippling,factory,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
rippling,fern,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
rippling,golden,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,7
rippling,gravity,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
rippling,iconic,sonda-slug-1809,sim,familiasB-1809,casa-real,"Iconic Interactive (Londres, AI-native)",5
rippling,infinite,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
rippling,infusion,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,1
rippling,ingenuity-studios,sonda-slug-1809,sim,familiasB-1809,casa-real,Ingenuity Studios (ja conhecida),0
rippling,ko-op,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
rippling,motion,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,9
rippling,nomad,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,1
rippling,paramount,sonda-slug-1809,sim,familiasB-1809,homonimo,escola de direcao na California (NAO e a Paramount),28
rippling,plastic,sonda-slug-1809,sim,familiasB-1809,homonimo,software em San Francisco (NAO e a Plastic Wax),1
rippling,refuge-vfx,sonda-slug-1809,sim,familiasB-1809,casa-real,Refuge VFX,0
rippling,steamroller-animation,sonda-slug-1809,sim,familiasB-1809,casa-real,Steamroller Animation,4
rippling,taylor,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,6
rippling,terminal,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,2
rippling,untold,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
rippling,xyz,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,6
jobvite,absolute,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
jobvite,beyond,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
jobvite,kixeye,sonda-slug-1809,sim,familiasB-1809,casa-real,KIXEYE (quadro inedito para a campanha; leitura pede navegador),0
jobvite,kwalee,sonda-slug-1809,sim,familiasB-1809,casa-real,"Kwalee (segundo quadro, alem do Pinpoint)",0
